Questionnaire Name,Account Number,Account Name,Country,CDP Region,ParentSection,Section,Question Number,Question Name,Row Number,Water security risk drivers,Anticipated timescale,Estimated magnitude of potential impact,Estimated probability of impact,Risk description
Cities 2021,44299,Dangjin City,Republic of Korea,East Asia,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,0,Question not applicable,Question not applicable,Question not applicable,Question not applicable,Question not applicable
Cities 2021,45219,Município de Aparecida,Brazil,Latin America,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,0,Question not applicable,Question not applicable,Question not applicable,Question not applicable,Question not applicable
Cities 2021,46470,Ayuntamiento de Vitoria-Gasteiz,Spain,Europe,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,1,Increased water stress,Long-term (after 2050),Less Serious,Medium-low,"El abastecimiento de agua podría reducirse, de forma directa, por los cambios en los patrones de precipitaciones y el aumento de las temperaturas, lo cual afectaría a los caudales y las entradas en los  embalses de los que se abastece la ciudad."
Cities 2021,46470,Ayuntamiento de Vitoria-Gasteiz,Spain,Europe,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,2,Declining water quality,Long-term (after 2050),Less Serious,Medium-low,"El incremento de las temperaturas y la disminución de las precipitaciones tendrán un efecto negativo sobre las características químicas y biológicas de las masas de agua, al perderse parte de sus capacidades de dilución de contaminantes."
Cities 2021,46473,Ayuntamiento de Zaragoza,Spain,Europe,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,1,Question not applicable,Question not applicable,Question not applicable,Question not applicable,Question not applicable
Cities 2021,46514,Município do Porto,Portugal,Europe,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,1,Increased water scarcity,Long-term (after 2050),Less Serious,Low,"The water distributed in the city of Porto is collected in the Douro River. This hydrographic region has a scarcity index (WEI +) of 8% (without scarcity). In the long term, however, critical periods of seasonal drought can occur."
Cities 2021,46514,Município do Porto,Portugal,Europe,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,2,Inadequate or ageing water supply infrastructure,Current,Serious,High,"It is estimated that, under suitable operating and maintenance conditions, the lifetime of the water pipes is around 50 years. About 12% of the Porto network is aged over 50 years, which increases the probability of the occurrence of bursts and breaks, supply failures and deterioration in water quality. Therefore, it is necessary to invest annually in the rehabilitation of water pipes."
Cities 2021,46514,Município do Porto,Portugal,Europe,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,3,Severe weather events,Current,Serious,Medium-high,"The climatic risks that are expected in a more severe way due to climate change are  related to the strong swell / sea level rise, excessive precipitation / floods and  high temperatures/ heat waves ."
Cities 2021,46514,Município do Porto,Portugal,Europe,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,4,Declining water quality,Current,Extremely serious,Medium-high,"The water supply system for human consumption is exposed to several threats that can affect its quality, causing possible harmful effects on human health. There are four types of risks identified in the Water Safety Plan:- Biological hazards - presence of pathogenic microorganisms (bacteria, viruses and protozoa) and / or toxic algae in the water;- Chemical hazards - presence of chemical substances in toxic concentrations;- Physical hazards - aesthetic characteristics of water, such as color, turbidity, smell and taste;- Radiological hazards - likelihood of water contamination from radiation sources."
Cities 2021,46514,Município do Porto,Portugal,Europe,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,5,"Other, please specify: Vulnerabilidade do ciclo urbano da água a episódios anómalos (avarias, fenómenos de poluição e extremos climáticos)",Current,Serious,High,"Some anomalies can occur daily in the water distribution, sanitation and rainwater drainage networks with negative impacts on water supply service, water quality, polluting discharges in the receiving environments and urban floods and overflows. These problems are increased by the occurrence of severe climatic phenomena."
Cities 2021,46514,Município do Porto,Portugal,Europe,14. Water Security,Water Supply,14.2a,Please identify the risks to your city’s water security as well as the timescale and level of risk.,6,"Other, please specify: Consumo de energia",Current,Less Serious,Medium-high,"In Portugal, the water sector is responsible for an electricity consumption exceeding 1000 GWh / year, corresponding to more than 2% of the total electricity consumption. In fact, the best use of available resources is an indispensable measure, whether by increasing efficiency in their use or by producing energy from renewable sources."
